Query,Model Type,sBERT model,Result #,Score,Lesson ID,Title,LLIS-Designated Topics,Phase,LLIS Text
cyber security measures for data and systems,cosine,msmarco-distilbert-base-v3,1,0.4850779175758362,1250,Network Security/Reduction of Vulnerabilities/Penetration Exercises,,Not Specified,"The terrorist attacks on September 11 emphasized the need for increased security of all national assets including NASA's computer systems. Since many of these systems safeguard the lives of astronauts and cosmonauts and the safety of valuable international assets, it is crucial that security vulnerabilities be fully understood and closely managed.Accelerate the schedule of penetration exercises to gain greater insights into computer security vulnerabilities; determine if further threat analysis should be conducted; review all vulnerabilities; and ensure that plans are adequately formulated to mitigate these vulnerabilities and that work is proceeding to prevent critical systems from being compromised. Accelerate the schedule for the implementation of triple Data Encryption System (DES).Terrorist attacks of 9/11 have reinforced the need to protect NASA network and communications resources from intrusion.The Agency and Center IT security program is a risk-based management and acceptance process. The program continues to evolve to incorporate and facilitate tools and metrics for greater insight into security vulnerabilities. Currently the Centers perform quarterly vulnerability scans and metrics that are reported to the Agency. The vulnerabilities found are reviewed and worked through a defined process. Mission Critical systems external interfaces such as those of the JSC Mission Control Center with the JSC Institutional Network are included in these quarterly assessments. We will continue to work to improve this process and capability as new technologies and tools become available. The change to incorporate the triple DES has been negotiated with the contractor; a probabilistic risk assessment associated with losing S-band communications is being conducted prior to Program implementation."
cyber security measures for data and systems,cosine,msmarco-distilbert-base-v3,2,0.4434032142162323,1150,Agency-Wide/Computer Hardware-Software/Computer Security,,Not Specified,"Further analysis of NASA's planned agency-wide computer security system is needed to understand its vulnerabilities and the programs and activities to which the system should be applicable.Conduct a thorough analysis, together with the National Security Agency, to determine the level of computer security required by the Agency, the level of security that can be expected from the system and its most serious vulnerabilities. Also require all major mission or safety critical programs to have a qualified third party conduct a computer vulnerability analysis of their designs as soon as possible.Agency-Wide Computer System VulnerabilitiesNASA concurs in principle with both parts of this recommendation. Regarding analysis with the National Security Agency (NSA), we conducted a thorough internal study in 1998 to determine the level of required computer security, and GAO audited our computer security the same year. In addition, we are using a combination of internal audits/tests and third-party audits/tests to determine our security at a technical level. Our metrics also provides ongoing information about the adequacy of our computer security. Finally, the NASA Inspector General has made computer security a high priority for audits and inspections. Thus, we are not sure that adding another layer of analysis by the NSA will add commensurate value. Every analysis or audit disturbs ongoing work, and, at some point, additional analyses can actually degrade security because they have negative marginal value. We will discuss with the NSA what services that they could provide, to establish whether contracting with them would add significant value above what is already underway. Regarding major mission systems, we believe that there is merit in the recommendation but wish to consult with owners of such systems before levying this requirement. We require that managers of all ""special management attention"" systems complete IT security plans and provide written authorization to operate those systems this fiscal year. We expect that all major mission or safety critical systems are included among the special management attention systems. Thus, these activities will provide a documented baseline for discussion regarding the value of third-party analyses."
cyber security measures for data and systems,cosine,msmarco-distilbert-base-v3,3,0.4193010926246643,1175,Computer Hardware-Software/System Security/Personnel Awareness and Training,,Not Specified,"NASA has initiated a well-founded, broadly encompassing computer security program to ensure that its computer systems are protected from hostile attacks, but development of security plans for all systems is lagging. Also, the function of Computer Security Officer has typically been added to the responsibilities of systems administrators.16a. Complete and maintain security plans for all appropriate computer systems and ensure that the computer security program is sustaining. 16b. Ensure that computer systems administrators are properly trained in computer security.Delays in Drafting and Implementing Computer System Security Plans and Training Especially for System Administrators16a. Code AO - Concur: We concur with the ASAP recommendation. Progress since the ASAP review consistent with the recommendation is shown below: Current Status of Computer Security Plans and Sustainability of Computer Security Program Status of Computer Security Plans: As of the second quarter of FY 2001, computer security plans for 100 percent of SMA (Special Management Attention) Systems have been completed, including authorization to operate; 97 percent of SMA Systems have all protective measures completed as stipulated in their plans; three systems have completed interim measures that give adequate security. SMA Systems are NASA's most critical systems. Sustainability of Computer Security Program: In FY 1999, NASA spent $28 million on IT security programs and measures. That amount has more than tripled in FY 2000 as NASA introduced an aggressive, Agency-wide program that stressed closer monitoring, improved reporting, expanded training, and better technology. The FY 2000 budget of $91 million targeted the Space Flight and Earth Science Enterprises for particular emphasis, with those two business units receiving 80 percent of the ITS budget. Future Computer Security Plans for Computer Systems and Plans for Ensuring Sustainability of the Computer Security Program Future Computer Security Plans for Special Management Attention (SMA) Systems: SMA Systems: By September 30, 2001 - remaining 2.4 percent of systems have completed protective measures stipulated in their plans; Mission (MSN) & Business & Restricted Technology (BRT) Systems: By June 1, 2001 - 100 percent have IT security responsibility assigned; By October 1, 2001 - 100 percent have signed IT Security Plans authorizing processing. Sustainability of the Computer Security Program: The Agency will increase the ITS budget by over ten percent in FY 2001 to $101 million, primarily to improve monitoring, protect data, and enhance technology at all Centers. 16b. Code AO - Concur: We concur with the recommendation. Status of system administrator training is shown: Current Status of Computer Security Training for Systems Administrators As of the first quarter of FY 2001, 35.6% of system administrators have received basic awareness training and IT security training for UNIX or NT systems. This is below the target of 50%. Future Computer Security Training Plans for Systems Administrators System Administrators By October 1, 2001- 90 percent of all system administrators completed during FY 2001 either the FY 2000 or the FY 2001 ""ITS Overview"" training on SOLAR or equivalent training. By October 1, 2001- 80 percent of administrators of UNIX systems completed ""UNIX Security for System Administrators"" training on SOLAR or equivalent training.* By October 1, 2001 - 80 percent of administrators of NT systems completed ""NT Security for System Administrators"" on SOLAR or equivalent training. We believe that the ITS program has made significant progress in the past two fiscal years as indicated in our response."
cyber security measures for data and systems,cosine,msmarco-distilbert-base-v3,4,0.40673738718032837,21301,Open-Source and Commercial Web Software Vulnerabilities,"Engineering Design, Integration and Testing, Computers, Information Technology / Systems, Risk Management / Assessment, Software, Software Engineering",Not Applicable,"The use of commercial web software, especially open-source packages, can introduce additional IT security risks to software development projects. By nature these software packages are widely available and are subject to analysis and compromise by communities dedicated to identifying and exploiting vulnerabilities. Projects utilizing commercial web software should proactively monitor security bulletins, conduct penetration testing, and ensure efficient and effective team working structures and processes in order to mitigate this risk.Patch releases may not be available when exploits are identified. Teams should be prepared to handle these types of situations. Incident drills are a useful tool, but at the end of the day the most important asset is the ability of the team to respond to the issue at hand efficiently and effectively. The development and operations teams must be well-coordinated. DevOps working models are highly recommended and ensure constant collaboration and involvement between the two teams. Both teams should have a strong understanding of the roles, responsibilities, and capabilities of members of each team, and should be familiar with working together to overcome issues. Active monitoring of common security bulletin networks, and even software-specific bulletins, may not be sufficient in order to identify zero-day vulnerabilities. Additional, specific information avenues should be explored for crucial software components. Commercial intrusion detection / prevention mechanisms and web application firewalls may not monitor certain attack vectors. Each application must be analyzed based on its individual components in order to determine which aspects need additional monitoring, and these monitoring devices should be tailored to the application.Ensure all software packages are kept up-to-date with the latest official release. This will likely cause the project to incur additional operations cost (including development and regression testing) and should be included up-front in the project plan and estimate. Do not accept (or at least critically evaluate) software packages that are not well-maintained and do not have a healthy user community. Do not accept (or at least critically evaluate) software packages that do not have a security bulletin / notification process. Critically evaluate software packages that have many dependencies, as this can make it more difficult to maintain this software and upgrade on short notice, if need-be. Maintain an approved IT Security Plan that addresses software patch update processes and an Incident Response Plan. At a minimum, conduct Incident Response plan drills annually. Actively seek out security bulletins and information that may be posted on less conventional security news distribution networks. As an example, actively monitor Metasploit (and other penetration testing software) package additions. Active monitoring of CVEs is likely not sufficient, especially when dealing with zero-day exploits. Incorporate custom log-monitoring and notification solutions tailored to your system and your team’s needs. Do not rely entirely on commercial intrusion detection/prevention packages – take proactive action to protect your application with multiple security layers.In March 2017, a Chinese vulnerability assessment company posted an exploit for the popular Apache Struts2 web framework. Within hours, an addition to a common penetration testing application called Metasploit had been added that would scan for this vulnerability. This caused the attack vector of the exploit to be rapidly distributed before the software vendor could post a patch update to fix the issue. This zero-day exploit was quickly picked up by several malicious groups and used to attack websites using the Struts2 framework. Among those attacked were several public-facing NASA sites, including NASA TechPort (https://techport.nasa.gov). Up to this point, the only mention of this vulnerability by the software vendor was a post on their wiki page describing a potential vulnerability of moderate concern - no Mitre Common Vulnerabilities and Exposures (CVE) had been created and no patch release had been announced. The issue was further exacerbated by the notoriously high level of effort required to update the Struts2 software package due to extensive dependencies and breaking changes between major release versions. Because the NASA TechPort Team had incorporated log-monitoring and notification mechanisms, they were notified within a matter of minutes of suspicious behavior. The TechPort Team immediately invoked their Incident Response Plan and gathered the key members of the Response Team, which included the system administrator, security lead, and technical lead. After assessing the situation and determining that no patch was available from the vendor, the TechPort Team devised a custom solution to the issue which was rapidly tested and deployed. The success of this fix was primarily due to the TechPort Team’s DevOps working model and the rapid deployment capabilities of a team-operated cloud computing environment."
cyber security measures for data and systems,cosine,msmarco-distilbert-base-v3,5,0.39471355080604553,772,Fault Protection,,Not Specified,"Preferred Practice for Design & Test. A decision to forego fault protection will increase the risk of unrecoverable single point failures. Fault protection is the use of cooperative design of flight and ground elements (including hardware, software, procedures, etc.) to detect and respond to perceived spacecraft faults. Its purpose is to eliminate single point failures or their effects and to ensure spacecraft system integrity under anomalous conditions.A decision to forego fault protection will increase the risk of unrecoverable single point failures.Fault protection is the use of cooperative design of flight and ground elements (including hardware, software, procedures, etc.) to detect and respond to perceived spacecraft faults. Its purpose is to eliminate single point failures or their effects and to ensure spacecraft system integrity under anomalous conditions.This Lessons Learned is based on Reliability Practice No. PD-ED-1243; from NASA Technical Memorandum 4322A, NASA Reliability Preferred Practices for Design and Test. Fault protection design maximizes the probability of spacecraft mission success by avoiding possible single failure points through the use of autonomous, short-term compensation for failed hardware. Implementation Method: Except during critical event periods, the primary purpose of an autonomous fault protection system is to place the spacecraft in a safe, commandable state which can be maintained for a reasonable period (typically two weeks) following a fault. During critical periods, the primary purpose of the fault protection system is to ensure the completion of the critical event. A simplified block diagram representing the following three general types of fault protection is illustrated in Figure 1: Subsystems alone. Subsystem to system, and System to ground control. [D] Fault Protection Allocations. All on-board, post lift-off, autonomous fault protection is designated as either quotsubsystem internalquot or quotsystemquot fault protection. Fault protection engineering elements which have been allocated fault protection responsibility must provide the requirements and design for the associated detections, monitors, responses, and diagnostic data in compliance with project functional requirements. Where science instruments include fault protection in their design, designers must still ensure compliance with spacecraft project fault protection requirements if one of the following conditions apply: The fault protection internal to the instrument is dependent on non-standard services from another subsystem (or another instrument), or Internal failures have an impact external to the instrument (viz, a change in power state, momentum, support to other instruments). Spacecraft Safing. Spacecraft quotsafingquot is a general purpose safe-state response which is initiated by both system and subsystem internal fault protection. The purpose of this response is to provide the following: A safe state for the hardware An uplink, and A downlink (with some exceptions for specific failure conditions). To achieve these goals, the normal stored sequence is terminated and non-essential spacecraft loads are powered off. Undervoltage Response. Most spacecraft designs include an undervoltage response, which is designed to protect the spacecraft in the event of a short or a bus overload. The hardware senses when the power drops below an established value for a specified time. If the criteria are met, the power system sheds all non-essential loads from the bus and indicates the undervoltage condition to the Command Subsystem, which will initiate the undervoltage recovery response. Critical spacecraft memories are maintained throughout the undervoltage. Functional Implementation Requirements. Fault protection is typically allocated to the on-board elements of the system in accordance with the following principles: Spacecraft versus ground control. Autonomous fault protection is included on board the spacecraft only if a response by Mission Operations is not feasible nor practical, or if action is required within two weeks of detecting the failure. Otherwise, ground control is responsible for fault recovery. In both cases, ground control is responsible for failure diagnosis and, if necessary, the configuration of the spacecraft to nominal operations after the fault. Protection against sabotage and operator errors. To simplify the development of fault protection, autonomous fault protection is not required to protect against sabotage or operator errors, although such protection is not prohibited. There is limited spacecraft protection against these failures (viz, information system data integrity checks and some software checks). Protection against spacecraft hardware and software design errors. To simplify the development of fault protection, autonomous fault protection is usually not required to protect against spacecraft design errors, although it is not prohibited if practical. The practice of fault protection typically provides some limited spacecraft protection against design errors (e.g., thermal fault responses). The autonomous fault protection function is responsible for all on-board fault detections and corrections except those routinely required to ensure spacecraft data integrity (viz, EDAC, Reed Solomon encoder, checksums, etc.). Data error detections and corrections may be used, however, for fault protection purposes. The spacecraft information system typically has the primary responsibility for ensuring data integrity. Fault Protection Design Requirements. Management and coordination of fault detection, monitoring, and response, for both system and subsystem internal fault protection, is performed in accordance with the following general rules: Enables/disables for responses. Where applicable, fault responses should have two enable/disable mechanisms (or the functional equivalent): an enable/disable by stored sequence, and an enable/disable by ground control or by fault protection algorithms. Enables/disables for monitor activation of any response. If a response can be initiated by more than one monitor, those monitors should include an enable/disable mechanism or the functional equivalent. Enable/disable state specification. Each enable/disable is specified by a single parameter unique to each fault protection algorithm. Enable/disable strategy - general. As a goal, fault protection monitors and responses should be designed to be enabled for the entire mission. This reduces the risk of incorrect fault protection states. Enable/disable strategy - critical events. For critical events, enable/disable strategies may be used to minimize or prevent the effects of an erroneous fault indication. Response initiation. Fault responses are initiated if and only if spacecraft performance is unacceptable, or there is a significant risk to the mission or to subsystem safety. Parameter modifications. All fault protection parameters which may reasonably be expected to change as a function of mission mode, type of activity, fault history, or operational experience should be alterable by ground control without requiring flight software modification. Software modifications. To the extent possible, monitor and response algorithms should be stored in programmable RAM. Configuration compatibility. On-board fault protection should be designed to respond to a fault while in any possible spacecraft configuration (e.g., fault protection should be able to accommodate all possible combinations). Independence from instruments. Engineering fault protection should not depend on science instruments or their data. Multiple faults. At a minimum, fault protection should be designed with the assumption that only one fault occurs at a time, and that a subsequent fault will occur no earlier than the response completion time for the first fault. As a goal, fault protection should be capable of recovering from multiple successive or coincident faults provided that the faults and associated fault algorithms are independent. Propagation of failures. Autonomous fault protection assumes that spacecraft hardware design ensures that a single failure in a subsystem (including instruments) cannot propagate to its redundant unit or to another subsystem, or prevent switching to its redundant unit. This can be verified by performing a failure modes, effects, and criticality analysis (FMECA) or fault tree analysis (FTA). Typical Fault Detection Design Requirements. Hardware and software detection sources have two criteria: Direct detection. Detection mechanisms should be as direct as possible (i.e., a direct measurement is preferred over a calculated or derived measurement). Detection coverage. Detection mechanisms should only be required to detect a failure to the level at which that failure can be isolated or corrected. Design Requirements for Fault Monitors. Software monitors used by system and subsystem internal fault protection have the following features: Monitor thresholds. Where possible, thresholds should use reasonableness checks, detection filtering (to exclude certain faults from a previously established fault database), or redundant detections. Threshold modifications. Monitor threshold values should be alterable by ground or sequence command, or by fault protection responses as appropriate. As a goal, monitors are best designed to detect and disregard failed sensors. Redundant detection. For detections where an inadvertent trip would result in a severe response (viz, downlink loss, irreversible hardware swaps, large use of expendables, critical sequence cancellation), and where a sensor anomaly could cause an inadvertent trip, independent physically or functionally redundant detections are employed such that simultaneous detections are necessary for response initiation. Fault response tolerance. Monitors are designed to be tolerant of off-nominal conditions following a reconfiguration resulting from a fault protection response (e.g., thresholds might be relaxed as part of a response). Design Requirements for Fault Responses. System and subsystem internal fault response concerns include: Fault response primary responsibility. Following an anomaly, fault responses should ensure spacecraft commandability and the maintenance of a safe state for at least two weeks. This requirement is superseded only by a requirement to complete a critical event. Fault protection priorities. Fault responses are designed with the following priorities: Protect critical spacecraft functionality, Protect spacecraft performance and consumables, Minimize disruptions to normal sequence operations, and Simplify ground recovery response, including providing for downlink telemetry. Multiple levels of response. Where possible, response design includes multiple levels of response, with the response actions executed in order of increasing severity. Real-time ground responses. Autonomous fault protection is designed so as to not require real-time ground responses for recovery from known faults. False alarm tolerance. Unintended entry into a fault protection response in the absence of a fault must not present a hazard to the spacecraft or mission. For critical event periods, however, this requirement is relaxed and is considered a goal. Use of redundant (and spare) units. Redundant or spare units may be used by autonomous fault protection responses if a satisfactory alternative design is not available. Unpowered redundant units. The transition of a unit from quotoffquot to quotprimequot must not require ground commands in order to support spacecraft fault protection and mission critical functions. Component warm-up times. Fault responses should take into account component warm-up times and similar delay requirements. Data Handling Requirements. The following data handling tasks are performed: Recording engineering data. The combination of sequences and fault responses should ensure the recording of engineering data prior to, during, and after the execution of any fault response. Some exceptions are made for recorder and command subsystems failures. Storage and preservation of diagnostic data. Fault protection is designed to include the storage of diagnostic data (see Telemetry and Diagnostic Data on page 7), and ensure that data are not overwritten as the result of a response action. This requirement only applies if the writing of diagnostic data is not affected by the original fault. Protection of critical science and engineering data. Fault responses must not destroy quotcritical dataquot stored on-board the spacecraft. quotCritical science and engineering dataquot must be defined by project policy. Requirements Interactions with Stored Sequences. The following interactions with on-board sequences may be necessary: Response design for critical events. Fault response is designed to ensure the completion of the critical event as and when required, with spacecraft safety having lower priority, until the critical events are completed. Orbit insertion is an example of a critical event. Response design for non-critical events. Unless required to execute a critical event, fault responses should stop any on-board sequence(s) only if the sequence(s) compromises the integrity of the fault response, or if the fault response compromises the integrity of the sequence. Reactivation of stored sequences. After completion of a response which terminates a non-critical stored sequence, fault responses should not autonomously resume the terminated sequence. Safing Requirements. quotSafingquot is defined as a general purpose fault response which results in the cancellation of non-critical sequences, the possible suspension of critical sequences, and a general reconfiguration of spacecraft components. Safing responses typically include the following general features: Uplink communications. The safing response provides for a spacecraft state and attitude that ensures uplink commandability in the long term. Downlink communications. The safing response provides for a spacecraft state and attitude that ensures continuous engineering telemetry with positive link margin. Environmental constraints. The safing response meets boresight and radiator environmental constraints. Safing priorities. When uplink, downlink, and hardware safing requirements are in conflict, the following priorities apply: Provide a safe state for the hardware, Provide an uplink, and Provide a downlink. Ultimately, uplink must be provided for in the long term. Benign spacecraft configuration. As a goal, safing responses should place the spacecraft in an operationally benign state. This includes but is not limited to the following: (1) powering off of all non-essential equipment including instruments, and (2) stopping of all non-essential spacecraft processes. Telemetry and Diagnostic Data Requirements. The spacecraft design should ensure that following an anomaly, spacecraft telemetry will be sufficient to perform the preliminary failure identification and analysis required for ground control to perform near-term corrective actions. At a minimum, the real-time telemetry stream includes the following: Measurements to unambiguously identify the current engineering subsystem configuration and operating status, Enable/disable states of fault protection software, and enable/disable states of fault protection dedicated hardware, Active/inactive states for fault protection software responses, Identification that a fault response has been activated, Monitor detection logic output (regardless of whether the monitor is enabled or disabled), and As appropriate, cumulative counters of faults detected. Telemetry design should ensure reasonable and timely sampling frequencies for these items. As a goal, the real-time telemetry stream should include monitor high water marks. A quothigh water markquot is defined as a measurement which identifies how close a monitor is to indicating a failure. Following an anomaly involving a fault protection activity, the spacecraft design should ensure that sufficient information is available to reconstruct the audit trail-- the sequence of fault protection events following the anomaly. Diagnostic data is also needed to analyze the anomaly and to identify the sequential effects of the anomaly on spacecraft performance. The data should be available in non-volatile telemetry or stored on-board for later retrieval by the ground system. At a minimum, diagnostic data should include unique identification and time-tagging of monitors and responses which have been active. It is also desirable that diagnostic data include the value of the measurement which initiated a response. Technical Rationale: JPL has incurred numerous instances of presumably redundant systems which failed to successfully transfer to the back-up path when the primary path did not function. A rigorous, systematic search, crosstrap FMECA, or sneak paths analysis could have foretold the failure, and redesign could have averted the problem. Prevention of propagating failures has its greatest value when supplemented by an on-board fault protection system. The practice of failure propagation prevention is of most value in a repairable system. Non-propagation minimizes the number of units requiring repair. In a non-fault protected spacecraft, this capability is limited to the preflight phases of either subsystem or system testing. In a fault protected spacecraft, it can be extended to the flight phase as well. The key to this investigation is a complete diagram of the involved interface circuits which penetrates each unit to a circuit depth sufficient to prove that no possible failures in one unit can propagate to become irreversible hardware failures in a second unit. Another input is a complete list of part or assembly failure modes for hypothesis. Successful transfer (or equivalently independence of the primary and back-up functions) is a necessity for either repairable or non-repairable systems and requires the same complete interface diagram and complete list of failure modes. Such a list must include items such as: Part failure modes (opens, shorts, stiction, etc.), Single event effects (latch-up, transfer, etc.), and EMI (latch-up, transfer, overvoltage). These last two items are critical since they can affect both sides of a redundant pair. References JPL D625-505; Vol. 8, Fault Protection System Design and Operations. 699-CAS-3-330; Fault Protection Requirements, Cassini Project. 699-CAS-3-331; System Fault Protection Algorithms, Cassini Project.This practice has been used on Voyager, Galileo, Magellan, Cassini."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-12-v3,1,0.5536754131317139,1150,Agency-Wide/Computer Hardware-Software/Computer Security,,Not Specified,"Further analysis of NASA's planned agency-wide computer security system is needed to understand its vulnerabilities and the programs and activities to which the system should be applicable.Conduct a thorough analysis, together with the National Security Agency, to determine the level of computer security required by the Agency, the level of security that can be expected from the system and its most serious vulnerabilities. Also require all major mission or safety critical programs to have a qualified third party conduct a computer vulnerability analysis of their designs as soon as possible.Agency-Wide Computer System VulnerabilitiesNASA concurs in principle with both parts of this recommendation. Regarding analysis with the National Security Agency (NSA), we conducted a thorough internal study in 1998 to determine the level of required computer security, and GAO audited our computer security the same year. In addition, we are using a combination of internal audits/tests and third-party audits/tests to determine our security at a technical level. Our metrics also provides ongoing information about the adequacy of our computer security. Finally, the NASA Inspector General has made computer security a high priority for audits and inspections. Thus, we are not sure that adding another layer of analysis by the NSA will add commensurate value. Every analysis or audit disturbs ongoing work, and, at some point, additional analyses can actually degrade security because they have negative marginal value. We will discuss with the NSA what services that they could provide, to establish whether contracting with them would add significant value above what is already underway. Regarding major mission systems, we believe that there is merit in the recommendation but wish to consult with owners of such systems before levying this requirement. We require that managers of all ""special management attention"" systems complete IT security plans and provide written authorization to operate those systems this fiscal year. We expect that all major mission or safety critical systems are included among the special management attention systems. Thus, these activities will provide a documented baseline for discussion regarding the value of third-party analyses."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-12-v3,2,0.5185034275054932,1250,Network Security/Reduction of Vulnerabilities/Penetration Exercises,,Not Specified,"The terrorist attacks on September 11 emphasized the need for increased security of all national assets including NASA's computer systems. Since many of these systems safeguard the lives of astronauts and cosmonauts and the safety of valuable international assets, it is crucial that security vulnerabilities be fully understood and closely managed.Accelerate the schedule of penetration exercises to gain greater insights into computer security vulnerabilities; determine if further threat analysis should be conducted; review all vulnerabilities; and ensure that plans are adequately formulated to mitigate these vulnerabilities and that work is proceeding to prevent critical systems from being compromised. Accelerate the schedule for the implementation of triple Data Encryption System (DES).Terrorist attacks of 9/11 have reinforced the need to protect NASA network and communications resources from intrusion.The Agency and Center IT security program is a risk-based management and acceptance process. The program continues to evolve to incorporate and facilitate tools and metrics for greater insight into security vulnerabilities. Currently the Centers perform quarterly vulnerability scans and metrics that are reported to the Agency. The vulnerabilities found are reviewed and worked through a defined process. Mission Critical systems external interfaces such as those of the JSC Mission Control Center with the JSC Institutional Network are included in these quarterly assessments. We will continue to work to improve this process and capability as new technologies and tools become available. The change to incorporate the triple DES has been negotiated with the contractor; a probabilistic risk assessment associated with losing S-band communications is being conducted prior to Program implementation."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-12-v3,3,0.45505237579345703,1296,Risk Management System,,Not Specified,"An on-line, well-maintained risk management database is critical to identifying, tracking and retiring project risks. It enables the program/project manager to ""stay on top"" of all issues.A well-defined risk management system is mandatory for objectively identifying and tracking project risksA positive experience from rigorously maintaining a well-defined on-line risk management system."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-12-v3,4,0.4547830820083618,1175,Computer Hardware-Software/System Security/Personnel Awareness and Training,,Not Specified,"NASA has initiated a well-founded, broadly encompassing computer security program to ensure that its computer systems are protected from hostile attacks, but development of security plans for all systems is lagging. Also, the function of Computer Security Officer has typically been added to the responsibilities of systems administrators.16a. Complete and maintain security plans for all appropriate computer systems and ensure that the computer security program is sustaining. 16b. Ensure that computer systems administrators are properly trained in computer security.Delays in Drafting and Implementing Computer System Security Plans and Training Especially for System Administrators16a. Code AO - Concur: We concur with the ASAP recommendation. Progress since the ASAP review consistent with the recommendation is shown below: Current Status of Computer Security Plans and Sustainability of Computer Security Program Status of Computer Security Plans: As of the second quarter of FY 2001, computer security plans for 100 percent of SMA (Special Management Attention) Systems have been completed, including authorization to operate; 97 percent of SMA Systems have all protective measures completed as stipulated in their plans; three systems have completed interim measures that give adequate security. SMA Systems are NASA's most critical systems. Sustainability of Computer Security Program: In FY 1999, NASA spent $28 million on IT security programs and measures. That amount has more than tripled in FY 2000 as NASA introduced an aggressive, Agency-wide program that stressed closer monitoring, improved reporting, expanded training, and better technology. The FY 2000 budget of $91 million targeted the Space Flight and Earth Science Enterprises for particular emphasis, with those two business units receiving 80 percent of the ITS budget. Future Computer Security Plans for Computer Systems and Plans for Ensuring Sustainability of the Computer Security Program Future Computer Security Plans for Special Management Attention (SMA) Systems: SMA Systems: By September 30, 2001 - remaining 2.4 percent of systems have completed protective measures stipulated in their plans; Mission (MSN) & Business & Restricted Technology (BRT) Systems: By June 1, 2001 - 100 percent have IT security responsibility assigned; By October 1, 2001 - 100 percent have signed IT Security Plans authorizing processing. Sustainability of the Computer Security Program: The Agency will increase the ITS budget by over ten percent in FY 2001 to $101 million, primarily to improve monitoring, protect data, and enhance technology at all Centers. 16b. Code AO - Concur: We concur with the recommendation. Status of system administrator training is shown: Current Status of Computer Security Training for Systems Administrators As of the first quarter of FY 2001, 35.6% of system administrators have received basic awareness training and IT security training for UNIX or NT systems. This is below the target of 50%. Future Computer Security Training Plans for Systems Administrators System Administrators By October 1, 2001- 90 percent of all system administrators completed during FY 2001 either the FY 2000 or the FY 2001 ""ITS Overview"" training on SOLAR or equivalent training. By October 1, 2001- 80 percent of administrators of UNIX systems completed ""UNIX Security for System Administrators"" training on SOLAR or equivalent training.* By October 1, 2001 - 80 percent of administrators of NT systems completed ""NT Security for System Administrators"" on SOLAR or equivalent training. We believe that the ITS program has made significant progress in the past two fiscal years as indicated in our response."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-12-v3,5,0.4475797414779663,1154,Aerospace Technology/Cancellation of Research and Development (R&D) Programs/Impact to Aviation Safety,,Not Specified,"Programs such as the non-defunct High Speed Research and Advanced Subsonic Technology often yield aircraft safety improvements. Elimination of these programs may well be inimical to advances in aviation safety.Identify those elements of the eliminated programs which had the potential to improve aviation safety and cover them elsewhere.Cancellation of Aeronautics Research and Development (R&D) Programs May Have Impact on Future of Aviation SafetyNASA concurs with this recommendation. NASA has retained the elements in the High Speed Research and Advanced Subsonic Technology program that have a potential to improve aviation safety. For example, a major element of HSR was the external vision system that was being developed to allow pilots to see forward without drooping the nose of a high-speed civil transport. This technology, being developed in HSR for clear weather applications, was transferred to the Synthetic Vision project in the Aviation Safety program. The technology will be developed to enable all-weather applications. Additionally, two projects of the Advanced Subsonic Technology program were transferred to the Aviation Systems Capacity program. They are Terminal Area Productivity (TAP) and Advanced Transportation Technology (AATT). TAP is developing technologies to demonstrate safe, clear weather capacity during instrument weather conditions. AATT is developing technology to enable substantial increases in the effectiveness, efficiency, capacity, flexibility, predictability, and safety of the national and global air transportation system."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-6-v3,1,0.48207223415374756,1150,Agency-Wide/Computer Hardware-Software/Computer Security,,Not Specified,"Further analysis of NASA's planned agency-wide computer security system is needed to understand its vulnerabilities and the programs and activities to which the system should be applicable.Conduct a thorough analysis, together with the National Security Agency, to determine the level of computer security required by the Agency, the level of security that can be expected from the system and its most serious vulnerabilities. Also require all major mission or safety critical programs to have a qualified third party conduct a computer vulnerability analysis of their designs as soon as possible.Agency-Wide Computer System VulnerabilitiesNASA concurs in principle with both parts of this recommendation. Regarding analysis with the National Security Agency (NSA), we conducted a thorough internal study in 1998 to determine the level of required computer security, and GAO audited our computer security the same year. In addition, we are using a combination of internal audits/tests and third-party audits/tests to determine our security at a technical level. Our metrics also provides ongoing information about the adequacy of our computer security. Finally, the NASA Inspector General has made computer security a high priority for audits and inspections. Thus, we are not sure that adding another layer of analysis by the NSA will add commensurate value. Every analysis or audit disturbs ongoing work, and, at some point, additional analyses can actually degrade security because they have negative marginal value. We will discuss with the NSA what services that they could provide, to establish whether contracting with them would add significant value above what is already underway. Regarding major mission systems, we believe that there is merit in the recommendation but wish to consult with owners of such systems before levying this requirement. We require that managers of all ""special management attention"" systems complete IT security plans and provide written authorization to operate those systems this fiscal year. We expect that all major mission or safety critical systems are included among the special management attention systems. Thus, these activities will provide a documented baseline for discussion regarding the value of third-party analyses."
