,REPDATE,EVENT_ID,ENAME,ITYPE,DPRIORITY,ACTIVE,ACRES,PERSONNEL,LOCATE,EDAMAGE,ECOSTS,F_CONTAIN,CDATE,LATDEG,LATMIN,LONGDEG,LONGMIN,TEAMTYPE,TEAMNAME,GPRIORITY,CAUSE,STARTDATE,NEWACRES,NARRATIVE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1999-04-29,MN-MNS-,JUNEBERRY,WF,,N,1500.0,4.0,Roseau,,,100.0,4/29/99,0.0,0.0,0.0,0.0,,,,H,1999-04-28,0,wildfire,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
2699,1999-10-05,OR-VAD-172,HORSE CREEK,WF,,N,1000.0,31.0,6 MILES S. JORDAN VALLEY,,,,,42.0,48.0,117.0,1.0,,,,H,1999-10-05,0,fire is burning on vale blm and boise blm boundary.  fire is on the state line between oregon and idaho.  vale district has control of the initial attack efforts.  reports of out building burned.  retardent drops are focusing on structure protection.,VAD,OR,1,1999,0.0,1999.0,OR-VAD-172|1999|1,42.8,-117.01666666666667,Acres,,9851,OREGON,,,,,
3061,1999-11-18,KY-DBF-00081,COPPERS CREEK,WF,2,N,150.0,37.0,"7 MI. NNW OF CAMPTON, KY",,,,11/19/99,37.0,49.0,83.0,35.0,3,HERSEL,,H,1999-11-18,0,this fire is located in the clifty wilderness.  personnel are working on containment of this fire.  containment is expected on 11/19/99.  rough terrain and clifflines are hampering containment efforts. a state crew is assisting with this fire.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00081|1999|1,37.81666666666667,-83.58333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
3063,1999-11-18,KY-DBF-00072,WHITTLETON BRANCH,WF,3,N,210.0,,"7 MI. NW OF CAMPTON, KY",,,100.0,11/17/1999,37.0,47.0,83.0,39.0,3,DAVIS,,H,1999-11-14,0,this fire is now contained.  district personnel will monitor fire until controlled.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00072|1999|1,37.78333333333333,-83.65,Acres,Type 3 Team,9851,KENTUCKY,,,,,
3097,1999-11-19,KY-DBF-00081,COPPERS CREEK,WF,2,N,180.0,,"7 MI. NNW OF CAMPTON, KY",,,,11/20/99,37.0,49.0,83.0,35.0,1,BENNETT,,H,1999-11-18,0,this fire is now being managed by bennett's type i team and is part of the stanton complex.  team overhead team transitioned at 0800 this morning.  all resources assigned to this incident are recorded under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00081|1999|1,37.81666666666667,-83.58333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3098,1999-11-19,KY-DBF-00072,WHITTLETON BRANCH,WF,3,N,210.0,,"7 MI. NW OF CAMPTON, KY",,,100.0,11/17/1999,37.0,47.0,83.0,39.0,1,BENNETT,,H,1999-11-14,0,this fire is now part of the stanton complex being managed by bennett's type 1 team.  the team transitioned at 0800 today.all assigned personnel are listed under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00072|1999|1,37.78333333333333,-83.65,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3111,1999-11-20,KY-DBF-00081,COPPERS CREEK,WF,1,N,180.0,,"7 MI. NNW OF CAMPTON, KY",,,,11/22/99,37.0,49.0,83.0,35.0,1,BENNETT,,H,1999-11-18,0,this fire is now being managed by bennett's type i team and is part of the stanton complex.  all resources assigned to this incident are recorded under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00081|1999|1,37.81666666666667,-83.58333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3113,1999-11-20,KY-DBF-00072,WHITTLETON BRANCH,WF,1,N,210.0,,"7 MI. NW OF CAMPTON, KY",,,100.0,11/22/1999,37.0,47.0,83.0,39.0,1,BENNETT,,H,1999-11-14,0,this fire is now part of the stanton complex being managed by bennett's type 1 team.  all assigned personnel are listed under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00072|1999|1,37.78333333333333,-83.65,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3125,1999-11-21,KY-DBF-00081,COPPERS CREEK,WF,1,N,180.0,,"7 MI. NNW OF CAMPTON, KY",,,,11/22/99,37.0,49.0,83.0,35.0,1,BENNETT,,H,1999-11-18,0,this fire is now being managed by bennett's type i team and is part of the stanton complex.  all resources assigned to this incident are recorded under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00081|1999|1,37.81666666666667,-83.58333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3126,1999-11-21,KY-DBF-00072,WHITTLETON BRANCH,WF,1,N,210.0,,"7 MI. NW OF CAMPTON, KY",,,100.0,11/22/1999,37.0,47.0,83.0,39.0,1,BENNETT,,H,1999-11-14,0,this fire is now part of the stanton complex being managed by bennett's type 1 team.  all assigned personnel are listed under the stanton complex.,DBF,KY,1,1999,0.0,1999.0,KY-DBF-00072|1999|1,37.78333333333333,-83.65,Acres,Type 1 Team,9851,KENTUCKY,,,,,
3221,2000-02-08,CO-GJD-344,BLACK RIDGE COMPLEX,WF,1,N,7342.0,26.0,"25 MILES WEST OF GRAND JUNCTION,CO",0.0,674013.0,100.0,7/8/99,39.0,1.0,108.0,57.0,2,SEXTON,1,L,1999-07-01,0,full control was achieved on 7/8/99. scattered showers occurred over the fire wednesday night and thursday. the fire has been turned over to the local blm district. sexton's type 2 management team has been realeased.,GJD,CO,1,2000,0.0,1999.0,CO-GJD-344|1999|1,39.016666666666666,-108.95,Acres,Type 2 Team,9851,COLORADO,,,,,
